Date, Year of Study,Gender, Difficulty of sleep, Sleeping hours per day,Trouble,Rating of Sleep,Study Difficulty,Difficulty of fatigue,Missing of class,Impact,Habits of screen,Drinking habits of beverages,Physical Activity,Stress Level,Rating of Study
10/26/2024,Graduate student,Female,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Female,Often (5-6 times a week),7-8 hours,Every night,Poor,Sometimes,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Sometimes (3-4 times a week),Very poor,Always,Always,Sometimes (1-2 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Major impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024,First year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,7-8 hours,Sometimes (3-4 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Female,Every night,More than 8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Female,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Female,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Female,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Female,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Third year,Female,Every night,More than 8 hours,Every night,Very poor,Always,Often,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Third year,Male,Every night,7-8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Third year,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Often (5-6 times a week),Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Often,Always,Always,Major impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Third year,Female,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Female,Every night,More than 8 hours,Every night,Very poor,Always,Always,Always,Severe impact,Every night,Every day,Every day,Extremely high stress,Poor
10/26/2024,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Below Average
10/26/2024,First year,Male,Every night,More than 8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Never,Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
10/26/2024,Third year,Female,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very poor,Always,Often,Always,Severe impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Every day,Rarely (1-2 times a week),Extremely high stress,Poor
10/26/2024,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Moderate impact,Every night,Often (5-6 times a week),Rarely (1-2 times a week),High stress,Poor
10/26/2024,Second year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Third year,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Rarely (1-2 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Always,Always,Major impact,Every night,Every day,Every day,High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
10/26/2024,Third year,Female,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Excellent
10/26/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Rarely (1-2 times a week),High stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Third year,Male,Every night,7-8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/26/2024,Graduate student,Female,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Moderate impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Never,Sometimes (3-4 times a week),Sometimes (3-4 times a week),High stress,Poor
10/26/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Sometimes,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Below Average
10/26/2024,Third year,Female,Every night,7-8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),6-7 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Sometimes (3-4 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),Extremely high stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Moderate impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
10/26/2024,Third year,Female,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Major impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Sometimes (3-4 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Sometimes (1-2 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,First year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Third year,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Sometimes,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/26/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/26/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/26/2024,Graduate student,Male,Sometimes (3-4 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Every day,Sometimes (3-4 times a week),High stress,Poor
10/27/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
10/27/2024,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Sometimes,Sometimes,Sometimes (1-2 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/27/2024,Graduate student,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/27/2024,Graduate student,Male,Every night,More than 8 hours,Every night,Very good,Always,Always,Often (3-4 times a week),Major impact,Every night,Every day,Every day,Extremely high stress,Poor
10/27/2024,Third year,Male,Every night,More than 8 hours,Every night,Very poor,Often,Always,Always,Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Poor
10/27/2024,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/27/2024,Graduate student,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
10/27/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),Extremely high stress,Poor
10/27/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/27/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Rarely (1-2 times a week),Every day,High stress,Poor
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Major impact,Every night,Every day,Every day,Extremely high stress,Poor
10/27/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Sometimes,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/27/2024,Third year,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/27/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/27/2024,Graduate student,Female,Every night,More than 8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Severe impact,Every night,Every day,Often (5-6 times a week),High stress,Poor
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Always,Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/27/2024,Third year,Female,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Always,Sometimes,Often (3-4 times a week),Moderate impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Poor
10/27/2024,Graduate student,Male,Every night,More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Sometimes (3-4 times a week),Every day,Extremely high stress,Poor
10/27/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Sometimes,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/27/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Rarely (1-2 times a week),Poor,Always,Always,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
10/27/2024,Third year,Male,Never,7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Poor
10/27/2024,Third year,Male,Every night,7-8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/27/2024,Graduate student,Female,Every night,7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/27/2024,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
10/27/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Sometimes (3-4 times a week),Often (5-6 times a week),Every day,Extremely high stress,Poor
10/27/2024,Third year,Female,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Always,Moderate impact,Often (5-6 times a week),Every day,Often (5-6 times a week),Extremely high stress,Below Average
10/27/2024,Third year,Male,Every night,More than 8 hours,Every night,Very poor,Often,Sometimes,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/27/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Sometimes,Sometimes (1-2 times a week),Major impact,Every night,Every day,Sometimes (3-4 times a week),Extremely high stress,Below Average
10/27/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Often,Always,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Poor
10/27/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Below Average
10/27/2024,Third year,Female,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Sometimes,Always,Severe impact,Often (5-6 times a week),Every day,Every day,High stress,Below Average
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,High stress,Below Average
10/27/2024,Graduate student,Male,Every night,7-8 hours,Every night,Very poor,Always,Always,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Poor
10/27/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Every day,Often (5-6 times a week),High stress,Below Average
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Every day,Every day,High stress,Poor
10/27/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
10/27/2024,Third year,Male,Often (5-6 times a week),More than 8 hours,Every night,Very poor,Always,Often,Often (3-4 times a week),Major impact,Every night,Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/27/2024,Graduate student,Male,Often (5-6 times a week),More than 8 hours,Often (5-6 times a week),Very poor,Often,Always,Often (3-4 times a week),Severe impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/27/2024,Third year,Male,Every night,More than 8 hours,Sometimes (3-4 times a week),Very poor,Often,Often,Always,Severe impact,Often (5-6 times a week),Often (5-6 times a week),Every day,Extremely high stress,Below Average
10/27/2024,Third year,Male,Every night,7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Every night,Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Poor
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/27/2024,Third year,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Sometimes (3-4 times a week),High stress,Below Average
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Rarely (1-2 times a week),Poor,Often,Often,Always,Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/27/2024,Third year,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Always,Always,Major impact,Often (5-6 times a week),Every day,Often (5-6 times a week),High stress,Below Average
10/27/2024,Third year,Female,Often (5-6 times a week),7-8 hours,Every night,Poor,Often,Often,Often (3-4 times a week),Severe impact,Every night,Often (5-6 times a week),Often (5-6 times a week),Extremely high stress,Poor
10/27/2024,Third year,Male,Sometimes (3-4 times a week),7-8 hours,Sometimes (3-4 times a week),Poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
10/27/2024,Graduate student,Male,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Often,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Every day,High stress,Below Average
10/27/2024,Third year,Female,Often (5-6 times a week),7-8 hours,Often (5-6 times a week),Very poor,Often,Sometimes,Often (3-4 times a week),Major impact,Often (5-6 times a week),Often (5-6 times a week),Often (5-6 times a week),High stress,Below Average
